,0,1,2
0,0.5293800000000001,-0.5212,1.0
1,0.29896,0.61915,0.0
2,0.28744000000000003,1.087,0.0
3,0.10311,0.7799699999999999,0.0
4,0.016705,-0.40424,1.0
5,-0.69758,0.68494,0.0
6,0.6733899999999999,-0.53582,1.0
7,-0.7206199999999999,0.53874,0.0
8,-0.42108,-0.27266,1.0
9,-0.081221,1.1089,0.0
10,-0.046659,-0.57968,0.0
11,-0.375,0.5021899999999999,1.0
12,-0.0063364,0.39985,1.0
13,0.20104,-0.6016100000000001,1.0
14,0.63265,-0.030612,0.0
15,0.60426,0.59722,0.0
16,-0.10425999999999999,0.9919600000000001,0.0
17,0.51786,-0.5943,0.0
18,0.61578,0.7288,0.0
19,0.5927399999999999,-0.7405,0.0
20,-0.046659,0.81652,1.0
21,-0.6630199999999999,-0.21418,0.0
22,0.54666,0.48757,1.0
23,0.6273,0.15863,1.0
