,0,1,2
0,-0.46717,-0.13377,0.0
1,-0.36348,0.31213,1.0
2,-0.16187,0.8019,1.0
3,-0.13882,-0.27266,1.0
4,0.322,0.69225,1.0
5,0.13191,-0.51389,1.0
6,0.6388199999999999,0.8896200000000001,0.0
7,0.96141,0.085526,0.0
8,-0.59965,-0.41886,0.0
9,-0.51325,0.46563999999999994,1.0
10,0.76555,0.5021899999999999,0.0
11,-0.30588000000000004,-0.19225,1.0
12,0.8634799999999999,-0.082602,0.0
13,0.72523,0.44371000000000005,1.0
14,-0.50749,0.9042399999999999,0.0
15,-0.23675,-0.6381600000000001,0.0
16,-0.7551800000000001,0.2902,0.0
17,0.085829,-0.75512,0.0
18,-0.69758,0.041667,0.0
19,-0.13882,0.54605,1.0
20,-0.47868999999999995,0.63377,1.0
21,0.6388199999999999,-0.24341999999999997,1.0
22,0.50634,0.7580399999999999,0.0
23,0.82316,0.66301,0.0
24,-0.43836,0.21711,1.0
25,0.057027999999999995,0.91886,0.0
26,-0.09274199999999999,0.5533600000000001,1.0
27,-0.21370999999999998,0.69225,1.0
28,0.8289200000000001,-0.5212,0.0
29,0.46025,0.012426999999999999,1.0
30,0.64459,-0.14107999999999998,1.0
31,-0.52477,0.2098,1.0
32,0.16647,0.53874,1.0
33,-0.17339000000000002,0.6995600000000001,1.0
34,-0.20795,0.35599000000000003,1.0
35,0.48328999999999994,-0.18494000000000002,1.0
36,0.22984000000000002,-0.41155,1.0
37,-0.39804,0.034357,1.0
38,-0.20795,0.17325,1.0
39,-0.6111800000000001,-0.067982,0.0
40,0.46601000000000004,-0.41886,0.0
41,-0.09274199999999999,0.68494,1.0
42,-0.30012,0.027047,1.0
43,-0.29435,0.7799699999999999,1.0
44,-0.21946999999999997,-0.016812999999999998,1.0
45,-0.23675,-0.21418,1.0
46,-0.11578,-0.39693,1.0
47,-0.17339000000000002,0.6483899999999999,1.0
48,0.35081,-0.57968,0.0
49,0.18375999999999998,0.93348,0.0
50,-0.54781,0.70687,0.0
51,1.0709,0.10015,0.0
52,-0.28283,0.47295,1.0
53,0.6733899999999999,0.64108,0.0
54,0.322,0.5826,1.0
55,0.39689,0.82383,0.0
56,-0.60541,0.59722,1.0
57,-0.26555,0.96272,1.0
58,0.13767000000000001,0.57529,1.0
59,-0.39228,-0.25804,0.0
60,-0.48445,0.9992700000000001,0.0
61,-0.0063364,0.9992700000000001,0.0
62,0.14919000000000002,-0.57968,0.0
63,0.89804,-0.20686999999999997,0.0
64,-0.13305999999999998,-0.4481,0.0
65,-0.62846,0.33405999999999997,1.0
66,-0.72638,-0.082602,0.0
67,0.79435,-0.55775,0.0
68,0.28744000000000003,-0.76974,0.0
69,0.46601000000000004,-0.53582,1.0
70,0.062788,-0.16301,1.0
71,-0.40956,-0.41155,0.0
72,-0.8300700000000001,0.31213,0.0
73,0.22408000000000003,0.52412,1.0
74,-0.28859,-0.060673000000000005,0.0
75,0.2932,-0.2288,1.0
76,0.82316,0.27558,0.0
77,0.22408000000000003,0.7799699999999999,0.0
78,0.73675,-0.18494000000000002,1.0
79,-0.49021000000000003,-0.3019,0.0
80,-0.38076,0.91886,0.0
81,0.85196,-0.36769,0.0
82,-0.4038,0.70687,0.0
83,-0.06394,-0.18494000000000002,1.0
84,-0.5938899999999999,0.005117,1.0
85,-0.74366,-0.25804,0.0
86,0.38537,-0.56506,1.0
87,-0.15035,-0.36769,0.0
88,-0.5938899999999999,0.49488000000000004,0.0
89,0.9383600000000001,0.012426999999999999,0.0
90,0.92684,0.3633,0.0
91,0.44297,0.67032,1.0
92,0.5754600000000001,0.26827,1.0
